YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2008.0,PORSCHE,CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6.0,M6,Z,12.9,8.4,10.8,26.0,248.0
2011.0,FORD,ESCAPE 4X4 FFV,SUV,3.0,6.0,A6,E,16.2,11.9,14.2,20.0,227.0
2005.0,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,MINICOMPACT,1.8,4.0,M5,Z,9.6,7.2,8.5,33.0,196.0
2006.0,MAZDA,B3000,PICKUP TRUCK - STANDARD,3.0,6.0,M5,X,13.2,9.4,11.5,25.0,264.0
2008.0,MITSUBISHI,OUTLANDER,SUV,2.4,4.0,AV,X,10.2,7.9,9.2,31.0,212.0
2006.0,JEEP,COMMANDER 4X4 (MDS),SUV,5.7,8.0,A5,X,16.5,11.2,14.2,20.0,327.0
2010.0,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6.0,AS7,Z,11.4,7.7,9.7,29.0,223.0
2003.0,SATURN,VUE AWD,SUV,3.0,6.0,A5,X,12.6,8.6,10.8,26.0,248.0
2003.0,GMC,G15/25 SAVANA CARGO,VAN - CARGO,5.3,8.0,A4,X,17.2,12.6,15.1,19.0,347.0
2015.0,BMW,M235i CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,Z,11.8,8.1,10.2,28.0,235.0
2006.0,BMW,530xi,MID-SIZE,3.0,6.0,A6,Z,11.7,7.9,9.9,29.0,228.0
2022.0,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4.0,AS10,X,12.1,8.9,10.7,26.0,252.0
2001.0,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5.0,A5,Z,11.9,8.3,10.3,27.0,237.0
2019.0,Honda,Insight Touring,Mid-size,1.5,4.0,AV,X,4.6,5.3,4.9,58.0,114.0
2018.0,Honda,Civic Coupe,Compact,2.0,4.0,AV,X,7.8,6.0,7.0,40.0,163.0
2016.0,BENTLEY,CONTINENTAL GT,COMPACT,6.0,12.0,AS8,Z,18.9,11.2,15.4,18.0,360.0
2018.0,Nissan,Micra,Compact,1.6,4.0,M5,X,8.7,6.8,7.9,36.0,186.0
2004.0,MAZDA,RX-8,SUBCOMPACT,1.3,2.0,AS4,Z,12.9,8.8,11.1,25.0,255.0
2020.0,Chevrolet,Spark,Subcompact,1.4,4.0,AV,X,7.9,6.2,7.1,40.0,167.0
2013.0,BMW,740Li xDRIVE,FULL-SIZE,3.0,6.0,A8,Z,11.2,7.5,9.5,30.0,218.0
2022.0,Buick,Enclave AWD,SUV: Standard,3.6,6.0,A9,X,13.6,9.6,11.8,24.0,277.0
2009.0,GMC,SAVANA CARGO AWD,VAN - CARGO,5.3,8.0,A4,X,15.6,11.8,13.9,20.0,320.0
2022.0,Ford,F-150 FFV,Pickup truck: Standard,3.3,6.0,AS10,X,12.1,9.8,11.1,25.0,260.0
2000.0,AUDI,TT COUPE QUATTRO,MINICOMPACT,1.8,4.0,M5,Z,11.6,7.6,9.8,29.0,225.0
2014.0,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8.0,M6,Z,15.1,8.8,12.3,23.0,283.0
2017.0,FORD,FOCUS FFV,COMPACT,2.0,4.0,M5,X,9.5,7.0,8.3,34.0,195.0
2003.0,CHRYSLER,PT CRUISER,SUV,2.4,4.0,M5,X,11.0,7.5,9.4,30.0,216.0
2012.0,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6.0,A7,Z,11.1,7.0,9.3,30.0,214.0
2020.0,Mercedes-Benz,GLS 450 4MATIC,SUV: Standard,3.0,6.0,A9,Z,12.2,10.4,11.4,25.0,266.0
2021.0,Lexus,NX 300 AWD,SUV: Small,2.0,4.0,AS6,Z,10.7,8.5,9.7,29.0,226.0
2003.0,BMW,330xi,COMPACT,3.0,6.0,M5,Z,11.9,7.9,10.1,28.0,232.0
2009.0,MITSUBISHI,ECLIPSE,SUBCOMPACT,3.8,6.0,M6,Z,13.1,8.0,10.8,26.0,248.0
2013.0,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4.0,M6,Z,7.7,5.6,6.8,42.0,156.0
2011.0,CHEVROLET,COLORADO CREW CAB 4WD,PICKUP TRUCK - SMALL,5.3,8.0,A4,X,15.3,10.4,13.1,22.0,301.0
2019.0,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,5.3,8.0,A8,X,15.3,11.8,13.7,21.0,320.0
2009.0,AUDI,A4 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4.0,AS6,Z,10.1,7.4,8.9,32.0,205.0
2007.0,BMW,530i,MID-SIZE,3.0,6.0,A6,Z,11.3,7.1,9.3,30.0,214.0
2007.0,CHRYSLER,PT TURBO #,SUV,2.4,4.0,AS4,X,11.4,8.1,9.9,29.0,228.0
2010.0,VOLVO,XC90 3.2 AWD,SUV,3.2,6.0,AS6,X,13.9,9.3,11.8,24.0,271.0
2014.0,SUBARU,LEGACY AWD,MID-SIZE,2.5,4.0,M6,X,9.9,6.9,8.5,33.0,196.0
2013.0,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8.0,A6,X,19.1,12.1,16.0,18.0,368.0
2009.0,HONDA,ELEMENT,SUV,2.4,4.0,A5,X,10.5,8.1,9.4,30.0,216.0
2006.0,CHEVROLET,TRAILBLAZER EXT 4X4,SUV,4.2,6.0,A4,X,15.8,11.0,13.7,21.0,315.0
2008.0,NISSAN,VERSA,MID-SIZE,1.8,4.0,AV,X,7.5,6.0,6.8,42.0,156.0
2017.0,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Z,16.0,11.7,14.1,20.0,330.0
2005.0,GMC,ENVOY XL,SUV,4.2,6.0,A4,X,16.0,11.2,13.9,20.0,320.0
2004.0,SUZUKI,AERIO FASTBACK,STATION WAGON - SMALL,2.3,4.0,M5,X,9.4,7.0,8.3,34.0,191.0
2010.0,CHEVROLET,COBALT SS,SUBCOMPACT,2.0,4.0,M5,Z,9.3,6.6,8.1,35.0,186.0
2017.0,ALFA ROMEO,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6.0,A8,Z,13.8,9.6,11.9,24.0,280.0
2007.0,SATURN,ION,SUBCOMPACT,2.2,4.0,M5,X,9.2,5.9,7.7,37.0,177.0
2004.0,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8.0,M5,X,16.9,11.0,14.2,20.0,327.0
2003.0,FORD,WINDSTAR WAGON,MINIVAN,3.8,6.0,A4,X,13.6,9.2,11.6,24.0,267.0
2002.0,SUZUKI,VITARA 4-DOOR 4X4,SUV,2.0,4.0,A4,X,10.3,8.4,9.4,30.0,216.0
2012.0,BMW,535i xDRIVE,MID-SIZE,3.0,6.0,A8,Z,9.7,6.6,8.3,34.0,191.0
2019.0,Mercedes-Benz,AMG C 63 S Cabriolet,Subcompact,4.0,8.0,A9,Z,13.9,9.7,12.0,24.0,282.0
2008.0,GMC,SAVANA CARGO CONV FFV,VAN - CARGO,5.3,8.0,A4,E,22.3,16.5,19.7,14.0,315.0
2013.0,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8.0,AS8,Z,14.2,8.6,11.7,24.0,269.0
2016.0,LEXUS,ES 300h,MID-SIZE,2.5,4.0,AV6,X,5.8,6.1,5.9,48.0,139.0
2001.0,GMC,SONOMA FFV,PICKUP TRUCK - SMALL,2.2,4.0,A4,X,12.6,8.5,10.8,26.0,248.0
2008.0,TOYOTA,CAMRY HYBRID,MID-SIZE,2.4,4.0,AV,X,5.7,5.7,5.7,50.0,131.0
2002.0,FORD,ESCAPE 4X4,SUV,2.0,4.0,M5,X,10.8,8.7,9.9,29.0,228.0
2017.0,MITSUBISHI,LANCER 4WD,COMPACT,2.4,4.0,AV6,X,10.2,7.9,9.2,31.0,212.0
2010.0,MAZDA,TRIBUTE 4X4 FFV,SUV,3.0,6.0,A6,E,16.3,11.9,14.3,20.0,229.0
2007.0,PONTIAC,G6,COMPACT,3.5,6.0,AS4,X,11.9,7.6,10.0,28.0,230.0
2000.0,SUBARU,LEGACY AWD,COMPACT,2.5,4.0,M5,X,11.0,7.8,9.6,29.0,221.0
2018.0,Chevrolet,Colorado,Pickup truck: Small,2.5,4.0,A6,X,12.1,9.2,10.8,26.0,253.0
2004.0,DODGE,DURANGO 4X4,SUV,4.7,8.0,A5,X,17.2,12.1,14.9,19.0,343.0
2001.0,SATURN,SC COUPE #,SUBCOMPACT,1.9,4.0,M5,X,9.0,5.7,7.5,38.0,172.0
2013.0,FORD,E150 VAN FFV,VAN - CARGO,4.6,8.0,A4,E,22.3,16.7,19.8,14.0,317.0
2014.0,HYUNDAI,EQUUS,FULL-SIZE,5.0,8.0,A8,Z,14.1,8.6,11.7,24.0,269.0
2008.0,SAAB,9-3 SPORTCOMBI TURBO,STATION WAGON - SMALL,2.8,6.0,M6,Z,13.3,7.7,10.8,26.0,248.0
2007.0,VOLKSWAGEN,EOS,SUBCOMPACT,3.2,6.0,AS6,Z,10.8,7.5,9.3,30.0,214.0
2009.0,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8.0,A5,X,16.7,11.5,14.4,20.0,331.0
2000.0,DODGE,DURANGO 4X4,SUV,4.7,8.0,A4,X,17.4,12.0,15.0,19.0,345.0
2017.0,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8.0,AS7,Z,13.7,9.2,11.7,24.0,275.0
2019.0,Volvo,S60 T5,Compact,2.0,4.0,AS8,Z,9.9,6.6,8.4,34.0,197.0
2015.0,DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A8,X,12.4,7.7,10.3,27.0,237.0
2011.0,CHEVROLET,EQUINOX AWD,SUV,2.4,4.0,A6,X,10.1,6.9,8.7,32.0,200.0
2021.0,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6.0,AS10,E,17.2,13.1,15.4,18.0,252.0
2012.0,MITSUBISHI,OUTLANDER 4WD,SUV,2.4,4.0,AV,X,9.1,7.0,8.2,34.0,189.0
2010.0,MERCEDES-BENZ,GL 550 4MATIC,SUV,5.5,8.0,A7,Z,17.1,11.9,14.8,19.0,340.0
2009.0,INFINITI,G37 COUPE,SUBCOMPACT,3.7,6.0,AS7,Z,11.7,7.6,9.8,29.0,225.0
2006.0,AUDI,TT ROADSTER QUATTRO,TWO-SEATER,3.2,6.0,AS6,Z,12.6,8.5,10.8,26.0,248.0
2013.0,FORD,FOCUS FFV,COMPACT,2.0,4.0,A6,E,10.2,6.9,8.7,32.0,139.0
2020.0,BMW,M8 Coupe,Subcompact,4.4,8.0,AS8,Z,16.0,11.0,13.8,20.0,322.0
2008.0,VOLKSWAGEN,PASSAT 4MOTION WAGON,STATION WAGON - MID-SIZE,3.6,6.0,AS6,Z,12.8,8.3,10.8,26.0,248.0
2007.0,HYUNDAI,ELANTRA,MID-SIZE,2.0,4.0,A4,X,8.2,6.0,7.2,39.0,166.0
2011.0,SUBARU,FORESTER AWD,SUV,2.5,4.0,M5,X,9.9,7.4,8.8,32.0,202.0
2005.0,VOLKSWAGEN,PHAETON,FULL-SIZE,6.0,12.0,AS5,Z,19.2,11.5,15.8,18.0,363.0
2009.0,ACURA,TL,MID-SIZE,3.5,6.0,AS5,Z,11.6,7.5,9.7,29.0,223.0
2019.0,Dodge,Challenger (MDS),Mid-size,6.4,8.0,A8,Z,15.8,9.6,13.0,22.0,304.0
2005.0,MAZDA,MAZDA6 SPORT WAGON,STATION WAGON - MID-SIZE,3.0,6.0,M5,X,12.2,8.1,10.4,27.0,239.0
2004.0,NISSAN,MURANO AWD,SUV,3.5,6.0,AV,X,12.1,8.8,10.6,27.0,244.0
2021.0,Infiniti,Q60 AWD,Subcompact,3.0,6.0,AS7,Z,12.3,8.7,10.7,26.0,252.0
2014.0,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,X,19.9,12.8,16.7,17.0,384.0
2001.0,CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,2.0,4.0,A4,X,10.3,8.4,9.4,30.0,216.0
2016.0,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6.0,AM7,Z,12.5,9.1,11.0,26.0,257.0
2003.0,CADILLAC,ESCALADE AWD,SUV,6.0,8.0,A4,X,19.1,13.2,16.4,17.0,377.0
2017.0,LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10.0,AM7,Z,16.4,11.4,14.2,20.0,331.0
2017.0,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8.0,M6,X,16.7,10.2,13.8,20.0,324.0
2013.0,NISSAN,VERSA,COMPACT,1.6,4.0,M5,X,7.3,5.4,6.5,43.0,150.0
2018.0,GMC,Acadia,SUV: Standard,2.5,4.0,A6,X,11.0,9.2,10.2,28.0,239.0
2005.0,HYUNDAI,TUCSON,SUV,2.0,4.0,A4,X,10.7,8.0,9.5,30.0,218.0
2015.0,LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6.0,AS6,Z,12.6,9.1,11.0,26.0,253.0
2019.0,Lexus,RC F,Subcompact,5.0,8.0,AS8,Z,15.2,9.5,12.6,22.0,289.0
2020.0,Lexus,RC F,Subcompact,5.0,8.0,AS8,Z,14.4,9.6,12.2,23.0,285.0
2018.0,Subaru,Forester AWD,SUV: Small,2.5,4.0,M6,X,10.9,8.3,9.7,29.0,228.0
2010.0,BMW,X3 xDRIVE28i,SUV,3.0,6.0,M6,Z,12.7,8.3,10.7,26.0,246.0
2013.0,SUBARU,BRZ,MINICOMPACT,2.0,4.0,AS6,Z,8.3,5.9,7.2,39.0,166.0
2013.0,RAM,1500 4X4 (FuelSaver MDS),PICKUP TRUCK - STANDARD,5.7,8.0,A6,X,15.8,10.8,13.6,21.0,313.0
2000.0,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.9,8.0,A4,X,19.5,12.0,16.1,18.0,370.0
2017.0,KIA,SEDONA SX,MINIVAN,3.3,6.0,AS6,X,12.9,9.5,11.4,25.0,269.0
2021.0,BMW,X4 M40i,SUV: Small,3.0,6.0,AS8,Z,11.3,8.7,10.1,28.0,235.0
2016.0,BUICK,ENCLAVE,SUV - STANDARD,3.6,6.0,A6,X,15.8,10.6,13.4,21.0,315.0
2002.0,PONTIAC,AZTEK AWD,SUV,3.4,6.0,A4,X,12.7,8.7,10.9,26.0,251.0
2018.0,Toyota,Yaris Hatchback,Compact,1.5,4.0,A4,X,7.9,6.8,7.4,38.0,173.0
2008.0,TOYOTA,RAV4 4WD,SUV,2.4,4.0,A4,X,10.1,7.7,9.0,31.0,207.0
2004.0,SUBARU,OUTBACK AWD,COMPACT,2.5,4.0,M5,X,11.0,7.8,9.6,29.0,221.0
2012.0,LEXUS,IS 250C,SUBCOMPACT,2.5,6.0,M6,Z,11.2,7.2,9.4,30.0,216.0
2016.0,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8.0,A8,X,16.2,11.5,14.1,20.0,330.0
2007.0,GMC,CANYON 4X4,PICKUP TRUCK - STANDARD,2.9,4.0,M5,X,13.6,9.0,11.5,25.0,264.0
2019.0,Rolls-Royce,Ghost,Full-size,6.6,12.0,AS8,Z,20.3,13.0,17.0,17.0,397.0
2010.0,TOYOTA,SIENNA 4WD,MINIVAN,3.5,6.0,A5,X,13.3,9.5,11.6,24.0,267.0
2009.0,MAZDA,TRIBUTE,SUV,2.5,4.0,A6,X,10.1,7.2,8.8,32.0,202.0
2004.0,MAZDA,B3000,PICKUP TRUCK - STANDARD,3.0,6.0,A5,X,13.5,9.8,11.8,24.0,271.0
2012.0,AUDI,TT RS COUPE,SUBCOMPACT,2.5,5.0,M6,Z,12.3,8.1,10.4,27.0,239.0
2007.0,CHEVROLET,TAHOE 4X4 FFV,SUV,5.3,8.0,A4,X,15.4,10.4,13.1,22.0,301.0
2021.0,Chevrolet,Spark,Subcompact,1.4,4.0,AV,X,7.7,6.2,7.0,40.0,165.0
2010.0,CHEVROLET,HHR,SUV,2.4,4.0,A4,Z,9.5,6.7,8.2,34.0,189.0
2022.0,Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2.0,4.0,AS8,Z,10.6,8.1,9.5,30.0,222.0
2002.0,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4.0,A4,Z,10.3,7.3,9.0,31.0,207.0
2017.0,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6.0,A6,E,19.4,13.3,16.7,17.0,274.0
2017.0,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8.0,A6,X,15.4,10.8,13.3,21.0,312.0
2017.0,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,A6,X,11.7,9.2,10.6,27.0,249.0
2010.0,PORSCHE,911 TARGA 4,MINICOMPACT,3.6,6.0,M6,Z,11.4,7.9,9.8,29.0,225.0
2007.0,HONDA,ACCORD HYBRID,MID-SIZE,3.0,6.0,A5,X,8.2,6.1,7.2,39.0,166.0
2021.0,Kia,Forte,Mid-size,1.6,4.0,AM7,X,8.7,6.6,7.8,36.0,184.0
2006.0,CHEVROLET,C1500 AVALANCHE FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,16.6,11.5,14.3,20.0,329.0
2016.0,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4.0,AS6,X,9.8,7.2,8.6,33.0,203.0
2013.0,JAGUAR,XFR-S,MID-SIZE,5.0,8.0,AS8,Z,14.0,8.7,11.6,24.0,267.0
2016.0,BMW,228i xDRIVE,SUBCOMPACT,2.0,4.0,AS8,Z,10.4,6.8,8.8,32.0,207.0
2003.0,CHEVROLET,ASTRO PASSENGER AWD,VAN - PASSENGER,4.3,6.0,A4,X,17.3,12.6,15.2,19.0,350.0
2021.0,Mercedes-Benz,AMG C 63 S Coupe,Subcompact,4.0,8.0,A9,Z,13.7,9.1,11.6,24.0,273.0
2017.0,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4.0,AS8,Z,10.9,7.7,9.5,30.0,221.0
2008.0,MAZDA,MAZDA6,MID-SIZE,2.3,4.0,M5,X,10.1,6.9,8.7,32.0,200.0
2015.0,DODGE,CHALLENGER,MID-SIZE,6.4,8.0,M6,Z,16.8,10.4,13.9,20.0,320.0
2021.0,BMW,X6 M Competition,SUV: Standard,4.4,8.0,AS8,Z,17.9,13.0,15.7,18.0,364.0
2019.0,Porsche,911 GT2 RS,Two-seater,3.8,6.0,AM7,Z,15.3,11.2,13.5,21.0,315.0
2017.0,HONDA,CIVIC COUPE,COMPACT,2.0,4.0,AV,X,7.8,6.0,7.0,40.0,163.0
2018.0,Ford,Fusion AWD,Mid-size,2.0,4.0,AS6,X,11.8,8.2,10.2,28.0,238.0
2005.0,PORSCHE,CARRERA 4S COUPE,MINICOMPACT,3.6,6.0,M6,Z,13.8,9.1,11.7,24.0,269.0
2004.0,DODGE,CARAVAN C/V,MINIVAN,3.3,6.0,A4,X,12.2,8.2,10.4,27.0,239.0
2003.0,TOYOTA,ECHO,COMPACT,1.5,4.0,A4,X,7.1,5.5,6.4,44.0,147.0
2007.0,GMC,SIERRA DENALI AWD,PICKUP TRUCK - STANDARD,6.2,8.0,A6,Z,17.7,10.8,14.6,19.0,336.0
2007.0,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.5,5.0,AS6,X,10.4,6.8,8.8,32.0,202.0
2003.0,GMC,C1500 YUKON XL,SUV,5.3,8.0,A4,X,16.9,12.0,14.7,19.0,338.0
2007.0,GMC,SIERRA CLASSIC,PICKUP TRUCK - STANDARD,4.3,6.0,A4,X,13.9,10.1,12.2,23.0,281.0
2004.0,CHRYSLER,SEBRING FFV,MID-SIZE,2.7,6.0,A4,X,11.2,7.8,9.7,29.0,223.0
2011.0,NISSAN,CUBE,STATION WAGON - SMALL,1.8,4.0,AV,X,7.5,6.3,7.0,40.0,161.0
2011.0,BMW,128i CABRIOLET,SUBCOMPACT,3.0,6.0,M6,Z,10.7,6.9,9.0,31.0,207.0
2016.0,CADILLAC,CTS AWD,MID-SIZE,3.6,6.0,AS8,X,12.2,8.5,10.5,27.0,247.0
2013.0,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6.0,A5,X,13.0,8.8,11.1,25.0,255.0
2017.0,KIA,SEDONA SXL,MINIVAN,3.3,6.0,AS6,X,14.1,10.5,12.5,23.0,296.0
2002.0,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4.0,A4,Z,12.2,8.3,10.4,27.0,239.0
2000.0,DODGE,GRAND CARAVAN,MINIVAN,3.3,6.0,A4,X,12.9,8.6,11.0,26.0,253.0
2004.0,NISSAN,QUEST,MINIVAN,3.5,6.0,A5,X,13.3,8.6,11.2,25.0,258.0
2005.0,KIA,SPORTAGE 4X4,SUV,2.7,6.0,A4,X,12.4,9.4,11.0,26.0,253.0
2003.0,SATURN,L200,MID-SIZE,2.2,4.0,M5,X,10.0,6.7,8.5,33.0,196.0
2001.0,MAZDA,626,MID-SIZE,2.0,4.0,M5,X,9.4,6.8,8.2,34.0,189.0
2021.0,Chevrolet,Camaro SS,Subcompact,6.2,8.0,AS10,Z,14.6,8.9,12.0,24.0,281.0
2017.0,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6.0,AS7,Z,13.7,9.8,11.9,24.0,280.0
2000.0,CHRYSLER,SEBRING,COMPACT,2.5,6.0,A4,X,12.0,7.8,10.1,28.0,232.0
2017.0,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4.0,M5,X,10.6,8.7,9.8,29.0,230.0
2017.0,CHEVROLET,TRAX,SUV - SMALL,1.4,4.0,AS6,X,9.3,7.2,8.3,34.0,194.0
2016.0,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6.0,AS6,X,12.5,9.3,11.1,25.0,260.0
2018.0,BMW,M4 Coupe,Compact,3.0,6.0,M6,Z,13.5,9.3,11.6,24.0,273.0
2018.0,Mercedes-Benz,E 400 4MATIC Coupe,Subcompact,3.0,6.0,A9,Z,11.9,9.0,10.6,27.0,248.0
2003.0,DODGE,CARAVAN,MINIVAN,3.3,6.0,A4,X,12.0,8.2,10.3,27.0,237.0
2001.0,SUBARU,IMPREZA AWD,SUBCOMPACT,2.5,4.0,A4,X,10.4,7.6,9.1,31.0,209.0
2015.0,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8.0,A6,X,21.0,14.2,18.0,16.0,414.0
2005.0,NISSAN,X-TRAIL,SUV,2.5,4.0,A4,X,10.5,7.8,9.3,30.0,214.0
2009.0,MITSUBISHI,LANCER,COMPACT,2.0,4.0,AS6,Z,12.2,7.9,10.3,27.0,237.0
2003.0,DODGE,GRAND CARAVAN C/V FFV,MINIVAN,3.3,6.0,A4,E,18.5,12.5,15.8,18.0,253.0
2001.0,SATURN,SL #,COMPACT,1.9,4.0,M5,X,9.0,5.7,7.5,38.0,172.0
2009.0,FORD,TAURUS X AWD,SUV,3.5,6.0,A6,X,13.6,9.1,11.6,24.0,267.0
2001.0,LINCOLN,LS,MID-SIZE,3.9,8.0,A5,Z,14.1,9.1,11.8,24.0,271.0
2009.0,MASERATI,GRANTURISMO,SUBCOMPACT,4.2,8.0,AS6,Z,18.1,10.3,15.0,19.0,345.0
2006.0,SATURN,ION,SUBCOMPACT,2.2,4.0,M5,X,9.5,6.1,8.0,35.0,184.0
2010.0,HONDA,INSIGHT EX,COMPACT,1.3,4.0,AV,X,5.0,4.6,4.8,59.0,110.0
2008.0,SUBARU,LEGACY 2.5i LTD WAGON,STATION WAGON - MID-SIZE,2.5,4.0,M5,X,10.6,7.3,9.1,31.0,209.0
2003.0,PORSCHE,BOXSTER S,TWO-SEATER,3.2,6.0,AS5,Z,13.6,8.2,11.2,25.0,258.0
2020.0,Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6.0,AS8,X,14.3,10.7,12.7,22.0,297.0
2011.0,MAZDA,DBS,MID-SIZE,,-82.0,A5,X,14.0,8.1,6.4,,-92.0
2019.0,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.0,4.0,A9,X,11.2,8.0,9.8,29.0,229.0
2015.0,BUICK,VERANO,COMPACT,2.0,4.0,AS6,Z,11.4,7.9,9.8,29.0,225.0
2011.0,MERCEDES-BENZ,UNKNOWN,Mid-size,-1.0,6.0,A9,X,-86.0,9.5,8.8,,271.0
2000.0,DAEWOO,LANOS,SUBCOMPACT,1.6,4.0,M5,X,9.1,6.0,7.7,37.0,177.0
2003.0,JEEP,TJ 4X4,SUV,2.4,4.0,A4,X,12.9,11.4,12.2,23.0,281.0
2021.0,GMC,Sierra 4WD (Without AFM),Pickup truck: Standard,5.3,8.0,A6,X,17.3,11.8,14.8,19.0,348.0
2002.0,ROLLS-ROYCE,SILVER SERAPH,MID-SIZE,5.4,12.0,A5,Z,19.2,13.3,16.5,17.0,380.0
2008.0,VOLKSWAGEN,GTI,COMPACT,2.0,4.0,AS6,Z,9.3,6.9,8.2,34.0,189.0
2002.0,HYUNDAI,ACCENT,COMPACT,1.5,4.0,M5,X,8.3,6.0,7.3,39.0,168.0
2002.0,CHEVROLET,K1500 SUBURBAN FFV,SUV,5.3,8.0,A4,E,24.2,16.9,20.9,14.0,334.0
2005.0,AUDI,A4 CABRIOLET QUATTRO,SUBCOMPACT,3.0,6.0,AS5,Z,12.9,8.4,10.8,26.0,248.0
2019.0,MINI,Cooper Clubman ALL4,Mid-size,1.5,3.0,M6,Z,10.5,7.4,9.1,31.0,214.0
2019.0,Jaguar,F-PACE 35t,SUV: Small,3.0,6.0,AS8,Z,13.3,10.0,11.8,24.0,277.0
2007.0,LEXUS,RX 400H AWD,SUV,3.3,6.0,AV,X,7.7,8.3,7.9,36.0,182.0
2002.0,NISSAN,ALTIMA,MID-SIZE,2.5,4.0,M5,X,10.1,7.3,8.8,32.0,202.0
2010.0,BMW,335i,COMPACT,3.0,6.0,M6,Z,11.7,7.6,9.8,29.0,225.0
2015.0,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8.0,A6,E,20.2,13.6,17.2,16.0,275.0
2011.0,DODGE,CHALLENGER SRT8 392 (FuelSaver MDS),COMPACT,6.4,8.0,AS5,Z,15.6,9.2,12.8,22.0,294.0
2000.0,AUDI,TT ROADSTER QUATTRO (SUPERCHARGED),TWO-SEATER,1.8,4.0,M6,Z,11.6,7.7,9.8,29.0,225.0
2003.0,DODGE,VIPER SRT-10,TWO-SEATER,8.3,10.0,M6,Z,19.4,10.2,15.3,18.0,352.0
2001.0,TOYOTA,CAMRY,MID-SIZE,2.2,4.0,M5,X,9.9,6.5,8.4,34.0,193.0
2014.0,MAZDA,CX-5,SUV - SMALL,2.5,4.0,AS6,X,8.3,6.2,7.3,39.0,168.0
2019.0,BMW,640i xDrive Gran Turismo,Full-size,3.0,6.0,AS8,Z,11.9,8.4,10.3,27.0,241.0
2004.0,MAZDA,B3000,PICKUP TRUCK - STANDARD,3.0,6.0,M5,X,13.2,9.4,11.5,25.0,264.0
2020.0,Jeep,Cherokee,SUV: Small,2.4,4.0,A9,X,10.8,7.6,9.3,30.0,219.0
2000.0,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.9,6.0,A4,X,16.3,12.1,14.4,20.0,331.0
2011.0,NISSAN,SENTRA,MID-SIZE,2.0,4.0,AV,X,7.6,5.7,6.7,42.0,154.0
2022.0,MINI,John Cooper Works 3 Door,Subcompact,2.0,4.0,AS8,Z,9.3,6.9,8.2,34.0,191.0
